Code;ZIP Code;Country;City;Street;Building;Korpus;staircase;Appt;floor
SWPSE5;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;2;86;8
MJDKEW;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;2;87;8
39RTS6;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;2;88;8
JQ6VJJ;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;2;89;8
WMLV5N;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;2;90;8
UD4VKI;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;2;91;9
UQY3YS;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;2;92;9
AIYSCU;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;2;93;9
FQJAUF;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;2;94;9
YDPK4J;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;2;95;10
5ABPND;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;2;96;10
CTVTHM;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;2;97;10
B84RIJ;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;2;98;10
PLZNMW;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;2;99;10
KBDZJC;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;2;100;11
AQFJFJ;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;2;101;11
JV8ALH;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;2;102;11
UJBXUV;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;2;103;11
9ZQVMI;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;2;104;12
MB2FHR;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;2;105;12
IJ528S;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;2;106;12
JFWDJY;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;2;107;12
HX8I55;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;2;108;12
FCHUPB;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;2;109;13
EJSUWT;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;2;110;13
UJ35XR;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;2;111;13
VQYDQH;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;2;112;13
QDSZTR;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;2;113;13
CSUXJF;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;2;114;14
Z5AEBQ;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;2;115;14
VJFX6Y;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;2;116;14
MND9RU;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;2;117;14
WR5VDH;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;2;118;14
QCECJA;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;2;119;15
6CCMDC;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;2;120;15
85BHVM;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;2;121;15
WUSZL9;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;2;122;15
JNVYTR;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;2;123;15
WDUXJE;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;2;124;16
Y3K4WX;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;2;125;16
T3J4DI;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;2;126;16
JBMMRT;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;2;127;16
JNJCWD;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;2;128;16
XIUFWV;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;129;2
3KHYRI;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;130;2
KATNUD;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;131;2
H8TADA;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;132;2
HMERJQ;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;133;2
YIZQIU;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;134;3
HKWNDD;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;135;3
3PI8CZ;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;136;3
IFPNHE;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;137;3
XFUEDB;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;138;3
ADKZXP;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;139;4
JL3JMK;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;140;4
EH6MWQ;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;141;4
KMC7NR;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;142;4
JIUYNX;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;143;4
U7NNAF;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;144;5
P5B94Y;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;145;5
4FVQIJ;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;146;5
4YTFD3;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;147;5
KAAEBD;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;148;5
I887UJ;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;149;6
REPIU7;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;150;6
CJCUNQ;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;151;6
WWJSKP;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;152;6
DIFBXS;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;153;6
JLAWC2;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;154;7
C5UEFM;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;155;7
J7PTJA;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;156;7
TVMNDU;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;157;7
ZKAHS2;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;158;7
MJCWLJ;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;159;8
FTCQCJ;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;160;8
I8SJ8Z;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;161;8
KUUZN6;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;162;8
TC9ZUP;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;163;8
UWTBN8;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;164;9
FYQVQC;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;165;9
2FMMFC;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;166;9
B2ZNIC;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;167;9
WMMNTD;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;168;9
9UJIIC;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;169;10
LS7HWE;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;170;10
TZP8ZI;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;171;10
9NARJK;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;172;10
WIBNWQ;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;173;10
5EDVQI;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;174;11
BK2JU4;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;175;11
BYQRI4;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;176;11
FKJQQ3;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;177;11
V9LW8X;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;178;11
KAFKMD;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;179;12
5YTA3K;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;180;12
DDEXDN;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;181;12
YXQXJV;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;182;12
AVEHRW;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;183;12
TQKKCE;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;184;13
KBJ2AR;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;185;13
J2ZUJH;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;186;13
JI2LIH;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;187;13
VJQNQ4;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;188;13
P7WWVD;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;189;14
84BJCR;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;190;14
A8JMBZ;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;191;14
F2CZLQ;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;192;14
MUJLPY;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;193;14
45NKJN;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;194;15
TUYMKW;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;195;15
AYKPI3;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;196;15
2DUFJU;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;197;15
JV9UJT;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;198;15
LWT2U3;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;199;16
TXNCUZ;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;200;16
EBIBCP;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;201;16
CTQAXV;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;202;16
UNPLIM;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;3;203;16
8TKAT2;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;204;2
WZHM2S;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;205;2
ISFIAK;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;206;2
NHSQRC;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;207;2
84YD9Y;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;208;2
BYIDKP;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;209;3
RKHKPX;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;210;3
ZJHQZE;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;211;3
VXRAEP;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;212;3
XDAJDV;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;213;3
BZVYMR;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;214;4
ZZVSJI;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;215;4
RF3XY7;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;216;4
F6RJTY;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;217;4
AEJWRM;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;218;4
CNLKNP;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;219;5
97ER6J;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;220;5
FP7S43;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;221;5
LQXJEV;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;222;5
BBED5A;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;223;5
JVSAUE;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;224;6
3BZZ2F;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;225;6
6MRFHN;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;226;6
FZJBNZ;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;227;6
4BW8LI;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;228;6
HNZJDS;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;229;7
MNUJZY;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;230;7
E48BBK;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;231;7
DIBJBD;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;232;7
7R7LTI;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;233;7
7KPDTT;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;234;8
IWCXHB;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;235;8
TZPXBE;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;236;8
IZVZJC;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;237;8
9V2XWF;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;238;8
CYWLHL;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;239;9
RFJ8XY;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;240;9
YMPEQV;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;241;9
JJPYHV;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;242;9
TXPHX2;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;243;9
QKFBAA;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;244;10
BJBPHC;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;245;10
MIAUZM;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;246;10
ID9YBX;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;247;10
IDVLD7;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;248;10
6NZPWA;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;249;11
826VKV;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;250;11
4ATHIH;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;251;11
WWE3PS;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;252;11
BBAYBB;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;253;12
Q4Z8YS;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;254;12
SQVYTZ;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;255;12
8JJIBJ;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;256;12
MUJN62;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;257;12
XVBFSP;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;258;13
3ZKZIP;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;259;13
DYWRXN;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;260;13
J9IHHV;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;261;13
K6IHXN;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;262;13
C6CTQC;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;263;14
FUMHK3;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;264;14
JWZZBW;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;265;14
XN8RMQ;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;266;14
FSTEBN;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;267;14
WYS6JP;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;268;15
2I5VJV;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;269;15
CKUJMF;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;270;15
KWYWN3;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;271;15
PBFMZB;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;272;15
K9TKUB;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;273;16
LTVMSZ;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;274;16
JEE2N9;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;275;16
JKBMYW;195112;Российская Федерация;Санкт-Петербург;Заневский проспект;32;3;4;276;16
