Code;ZIP Code;Country;City;Street;Building;Korpus;staircase;Appt;floor
5VJAAK;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;7;562;14
5VP2BC;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;3;217;8
5X28LV;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;2;91;4
66SRMY;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;9;647;1
68IXSZ;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;2;166;13
6AAMBZ;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;6;436;5
6AZIJE;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;2;133;9
6BUUBD;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;5;355;4
6BXVBM;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;4;323;13
6EE2RS;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;9;718;13
6EJYVJ;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;9;671;5
6ELS7B;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;10;750;2
6EMXJS;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;10;790;7
6JKUJM;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;9;667;5
6JR5PZ;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;5;395;14
6NKIDJ;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;2;128;9
6PDASF;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;1;35;8
6SHJRT;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;9;684;8
6VAUQ5;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;4;325;13
6VKUZB;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;5;375;9
6WWA3A;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;2;137;10
6XKPUV;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;9;725;14
6YTAEY;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;8;588;3
74QVID;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;2;129;9
74Y53Q;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;10;799;8
7BJRPF;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;9;670;5
7CMZN4;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;6;475;12
7E5R3B;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;6;462;9
7HJJQE;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;5;394;14
7HN8CC;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;3;253;14
7JHUWU;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;3;193;4
7KFUMH;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;1;54;12
7NJILT;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;2;109;6
7Y2MDQ;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;5;377;9
7YV7CU;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;8;599;6
7Z6JWA;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;7;544;9
85HYMD;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;1;3;2
8C8KAW;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;10;845;14
8DZURJ;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;3;201;5
8E6J6A;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;6;456;8
8I7QUW;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;10;785;6
8IIQPJ;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;7;553;11
8J5AFP;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;9;682;7
8JMAMF;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;9;698;10
8JPCMT;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;8;642;17
8LYFMV;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;10;808;9
8MR9W4;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;9;729;15
8MTSFL;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;2;163;13
8PPUN9;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;9;724;14
8TJVNJ;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;3;214;7
8WEHIE;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;6;427;4
8XRNUK;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;1;26;7
8ZJACT;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;4;288;4
94BW5T;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;3;197;4
94XB7E;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;2;139;10
9BA7YT;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;10;751;2
9D3FSD;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;5;403;16
9HABUY;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;7;528;5
9IJ6HN;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;7;552;11
9JPCRU;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;1;63;14
9JPT33;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;8;606;8
9JRKUB;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;1;49;11
9JW6YI;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;7;577;17
9QWAZP;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;10;801;8
9RTIW2;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;5;407;17
9ZNUHI;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;6;479;12
A2TPES;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;8;621;12
A59DIP;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;8;607;8
A9JVQ3;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;10;844;14
AFSJ9P;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;1;15;4
AIMAJU;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;7;527;5
AJNTD5;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;8;608;8
AKBALY;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;6;430;4
AKNEJ4;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;8;593;5
ALNABZ;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;9;717;13
AMDLIJ;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;1;64;14
A88SAA;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;2;119;8
AULSZC;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;8;611;9
AVMK5N;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;8;641;17
AW2KZC;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;10;819;10
AWHTI7;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;3;206;6
AZ5CYX;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;7;537;7
AZJFVF;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;6;420;2
B2VJ6A;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;6;429;4
B3A9MS;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;4;326;13
B3ERPA;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;2;161;13
BADNE3;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;4;318;11
BCAI3W;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;3;275;17
BCJEQR;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;5;357;4
BDNP7X;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;1;20;5
BDVVNU;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;3;223;9
BEDRPZ;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;9;674;6
BES9KD;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;10;828;12
BFEVIV;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;2;151;12
BH36NE;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;8;627;13
BINVSK;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;4;317;11
BJ3ZQZ;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;3;208;6
BJWHT2;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;7;558;13
BJYHQX;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;2;123;8
BK4MXE;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;2;95;5
BKBJNB;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;9;710;12
BPWAEF;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;4;314;10
BQ9FPI;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;4;310;9
BR27RE;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;4;334;15
BRPCPB;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;9;733;16
BS7VFX;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;2;96;5
BUMJYW;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;8;630;14
BW3NPY;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;9;708;12
BW83MF;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;3;211;7
BWBY7X;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;3;192;4
BX89NA;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;9;699;10
BYS7BV;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;7;512;1
BYVYFT;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;10;837;13
C3IXQQ;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;3;176;1
C4WCNI;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;7;532;6
C5PMDT;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;4;301;7
CDFXDQ;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;9;741;17
CHXJVD;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;6;478;12
CIDIWJ;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;5;359;5
CIV593;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;10;786;6
CJSEUC;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;3;191;3
CKYKRN;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;2;114;7
CLNT3U;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;4;300;7
CNCWAY;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;7;573;16
CNKX5C;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;8;643;17
CNPXAA;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;1;44;10
CP7SZC;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;4;342;17
CPRZ9Q;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;1;38;9
CQRMH9;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;10;826;11
CQXPAE;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;7;576;17
CSAAHI;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;1;56;13
CWH7VY;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;10;772;5
CXIJYQ;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;4;292;5
D47IDZ;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;7;556;12
D4CLCP;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;9;740;17
D6MXWH;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;7;563;14
D8PVKY;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;6;477;12
D97UQV;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;6;500;16
DCBCLB;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;2;101;5
DCJKYJ;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;4;277;1
DCUJN4;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;10;762;3
DDCFJU;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;10;763;3
DETSMY;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;2;148;11
DEYVBD;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;8;603;7
DFR2BP;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;9;715;13
DHI4CP;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;4;333;15
DJ6PRE;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;2;149;11
DJFD59;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;6;487;14
DJWPJR;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;6;447;7
DJWQPZ;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;9;697;10
DJWWXL;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;6;426;3
DJZVFH;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;9;685;8
DKPNWE;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;6;470;11
DLIDJB;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;1;9;3
DLSU8U;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;2;157;12
DMBJ8X;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;3;180;2
DMJZND;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;2;126;8
DMVXQW;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;10;774;5
DQT6NW;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;3;185;2
DQUWJW;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;8;579;1
DRQDYZ;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;1;45;10
DRUUVH;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;5;356;4
DSCWZR;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;3;273;17
DSRRUW;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;6;458;9
DTHSNL;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;7;511;1
DTJPDA;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;9;686;8
DTKAKI;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;6;437;5
DUJSMZ;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;1;18;5
DUMT9T;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;5;347;2
DUS6YM;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;6;416;2
DX8CP2;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;10;804;9
DYFDRA;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;9;743;17
DYVQDF;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;9;672;6
DZD9IA;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;3;178;1
DZDERR;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;5;382;11
E2BAIV;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;1;40;9
E3ARJR;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;5;364;6
E5UB8K;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;6;507;17
E5VP8Z;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;6;486;13
EC9KCB;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;10;767;4
ECHJVL;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;7;534;7
EDKKE3;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;6;433;5
EEVJLE;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;2;132;9
EFZQRT;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;8;597;6
EIAQXM;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;2;77;2
EIH7JR;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;5;361;5
EJJFST;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;3;251;13
EJVY7B;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;2;140;10
EKJEBS;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;1;4;2
EL5DTM;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;10;779;5
EMMK8H;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;8;640;16
EMPJVH;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;7;538;8
ENJJDJ;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;8;601;7
EPJCV5;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;4;332;15
EPSQQH;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;5;388;12
ERNKUJ;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;4;279;2
ESFVTU;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;6;454;8
ET68QM;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;9;680;7
EVSLMJ;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;10;842;13
EZ4IIR;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;2;93;4
EZRYHC;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;10;770;4
F2IMXS;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;8;623;12
F45MYT;188689;Российская Федерация;Ленинградская Обл. п. Кудрово;улица Ленинградская;5;0;9;663;4
